database_uid,db_id,scenario,scenario_zh,task_id,question,schema_ref,task_ref
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000901,Find the id and name of the sailors who reserved more than one boat.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000902,What are the different names of sailors who reserved two or more boats ?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000903,Find the id of Sailors (sid) that reserved red or blue boat.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000904,What are the sids for sailors who reserved red or blue boats?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000905,Find the name and id of Sailors (sid) that reserved red or blue boat.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000906,What are the names and ids of sailors who reserved red or blue boats?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000907,Find the id of Sailors (sid) that reserved red and blue boat.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000908,What are the ids of sailors who reserved red and blue boats?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000909,Find the name and id of Sailors (sid) that reserved red and blue boat.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000910,What are the names and ids of sailors who reserved red and blue boats?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000911,What is the ids of sailors that haven’t reserved a boat?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000912,What are the ids of sailors who have not reserved a boat?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000913,what is the name and id of sailors who do not have a reservation of a boat?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000914,What are the names and ids of all sailors who do not have boat reservations?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000915,Find id for the sailors who do not have a reservation of a boat?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000916,What is id about sailors who do not have boat reservations?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000917,What is the name of the sailors who reserved boat with id 103?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000918,Find the name of the sailors who reserved boat with id 103.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000919,What is the name of all sailors whose rating is higher than any sailor named Luis?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000920,"What are the sailors' names, the ones whose rating is higher than any sailor named Luis?",schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000921,What is the name of all sailors whose rating is higher than all sailors named Luis?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000922,What are the names of all sailors with a higher rating than every sailor named Luis?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000923,what is the name and id of every sailor who has a rating greater than 2 and reserved a boat.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000924,What are the names and ids of all sailors who have a rating of at least 3 and reserved a boat?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000925,Find the name and age of the oldest sailor.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000926,What is the name and age of the sailor with maximum age?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000927,how many sailors in total?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000928,How many sailors exist?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000929,What is the average age of sailors whose rating is 7?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000930,What is average age of all sailors who have a rating of 7?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000931,How many sailors whose name starts with letter D exist ?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000932,What is the count of the sailors whose name starts with letter D ?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000933,What are the average rating and max age of all sailors?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000934,Find the average rating and largest age for the sailors,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000935,Find the number of reservations for each boat.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000936,How many reservations exist for each boat?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000937,Find the number of reservations for each boat with id greater than 50.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000938,How many reservations exist for each boat with an id greater than 50?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000939,Find the number of reservations for each boat with more than 1 reservation.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000940,How many reservations exist for each boat that has more than 1 reservation already?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000941,Find the number of reservations by sailors with id greater than 1 for each boat.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000942,How many reservations for each boat did the sailors with an id greater than 1 make?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000943,What is the rating and average age for sailors who have reserved red boat grouped by rating?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000944,What are the rating and average age for sailors who reserved red boats for each rating?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000945,"Find the name, rating and age of all sailors ordered by rating and age.",schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000946,"What is the name, rating, and age for every sailor? And order them by rating and age.",schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000947,Find the total number of boats.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000948,How many boats are there?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000949,How many boats are red?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000950,How many red boats exist?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000951,Find the names of boats booked by sailors whose age is between 20 and 30.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000952,What are the names of the boats booked by people between age 20 and 30?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000953,Find the names of sailors whose rating is larger than the rating of all sailors who booked a red boat.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000954,What are the names of the sailors whose rating is larger than the rating of all sailors who booked a red boat?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000955,What is highest rating between sailors?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000956,What is the maximum rating for sailors?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000957,Find the names of sailors who reserved boat with the name Melon.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000958,What are the names of sailors who reserved a boat with the name Melon?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000959,List the names and ages of all sailors sorted by rating in descending order.,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__boat_1,boat_1,maritime_shipping_logistics,船运物流,task_000960,What are the names and ages of all sailors sorted by decreasing rating?,schemas/by_database/spider_data__boat_1.json,tasks/by_database/spider_data__boat_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000961,What is the name of the oldest pilot?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000962,Return the name of the oldest pilot.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000963,"What are the names of pilots whose age is below the average age, ordered by age?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000964,"Return the names of pilots who are younger than average, ordered by age ascending.",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000965,Find all information of on pilots whose age is less than 30.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000966,What is all the information about pilots who are younger than 30 ?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000967,Find the names of all pilots who have a plane named Piper Cub and is under 35.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000968,What are the names of pilots who are younger than 35 and have a plane named Piper Cub?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000969,Where is the plane F-14 Fighter located?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000970,Return the location of the hangar in which F-14 Fighter is located.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000971,How many different places have some plane?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000972,Count the number of different locations of hangars.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000973,Which plane does the pilot Jones with age 32 has?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000974,What are the names of planes that the pilot Jones who is 32 has?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000975,How many pilots who are older than 40?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000976,Count the number of pilots with age greater than 40.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000977,How many plane B-52 Bomber owned by the pilot who is under 35?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000978,Count the number of B-52 Bombers owned by pilots under 35.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000979,Who is the youngest pilot to fly the plane Piper Cub?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000980,Return the name of the youngest pilot to fly Piper Cub.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000981,What is the name of the most popular plane?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000982,What is the name of the plane that is flown the most often?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000983,What is the name of the least popular plane?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000984,What is the name of the plane that is flown the least often?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000985,How many pilots whose planes are in Chicago?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000986,Count the number of pilots who have planes in Chicago.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000987,What are the planes owned by pilot Smith with age 41?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000988,Return the names of planes owned by the pilot whose name is Smith and is 41 years old.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000989,How many distinct planes are owned across all pilots?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000990,Count the number of different plane names across all pilots.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000991,How many planes are owned by the pilot whose name is Smith?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000992,Count the number of planes Smith owns.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000993,How many planes are controlled by the pilots whose age is older than 40?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000994,Count the number of planes flown by pilots older than 40.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000995,Find the names of all pilots with age between 30 and 40 sorted by their ages in ascending order.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000996,"What are the names of pilots between the ages of 30 and 40, ordered by age ascending?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000997,List all pilot names sorted by their ages in the descending order.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000998,"What are the names of pilots, ordered by age descending?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_000999,Find all locations of planes sorted by the plane name.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001000,"What are the locations of the different planes, ordered by plane name?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001001,List all distinct types of planes owned by all pilots in alphabetic order?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001002,"What are the different plane names, ordered alphabetically?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001003,How many pilots who are older than 40 or younger than 30?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001004,Count the number of pilots with age greater than 40 or less than 30.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001005,"What are the names and ages of pilots who own plane Piper Cub and are older than 35, or have F-14 Fighter and are younger than 30?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001006,"Return the names and ages of pilors who have flown Piper Cub and are older than 35, or have flown the F-14 Fighter and are younger than 30.",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001007,Find pilots who own plane Piper Cub but not B-52 Bomber.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001008,What are the names of pilots who have flown Piper Cub but not the B-52 Bomber?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001009,Find pilots who own planes Piper Cub and B-52 Bomber.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001010,What are the names of pilots who own both Piper Cub and the B-52 Bomber?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001011,What are the average and smallest ages of all pilots?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001012,Return the average and minimum ages across all pilots.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001013,What are the names of pilots who have planes in both Austin and Boston?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001014,Give the names of pilots who have planes in Austin and Boston.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001015,Find the pilots who have either plane Piper Cub or plane F-14 Fighter.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001016,What are the names of pilots who have either the Piper Cub or the F-14 Fighter?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001017,What is the average age of pilots for different types of planes?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001018,Return the average age of pilots for each plane name.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001019,Find the number of planes for each type.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001020,Count the number of entries for each plane name.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001021,"Find the name of the oldest pilot for each type of plane, and order the results by plane name.",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001022,"What are the different plane names, and what are the names of the oldest pilot who has each, ordered by plane name?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001023,What are the names of oldest pilots for each type of plane?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001024,"Return the names of the different planes, as well as the names of the oldest pilots who flew each.",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001025,Find the max age for each group of pilots with the same name.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001026,"What are the different pilot names, and what are the maximum ages of pilots for each?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001027,"For each city, find the number and average age of pilots who have a plane.",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001028,"What are the different hangar locations and how many pilots correspond to each. Also, what are their average ages?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001029,Find the number of pilots for the plane types with average pilot age below 35.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001030,"What are the different plane names of planes with an average pilot age of below 35, and how many pilots have flown each of them?",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001031,Find the location of the plane that is owned by the youngest pilot.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001032,What is the location of the plane that was flown by the pilot with the lowest age?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001033,Find the name and age of pilots who have a plane in Austin.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001034,What are the names and ages of pilots who have planes located in Austin?,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001035,List in alphabetic order the names of pilots whose age is greater than some pilots having plane Piper Cub.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001036,"Return the names of pilots who are older than any pilot who has flown Piper Cub, ordered alphabetically.",schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
spider_data__pilot_1,pilot_1,aviation_airport,机场航空,task_001037,Find the number of pilots whose age is younger than all pilots whose plane is F-14 Fighter.,schemas/by_database/spider_data__pilot_1.json,tasks/by_database/spider_data__pilot_1.jsonl
