task_id,source,split,db_id,database_uid,scenario,scenario_zh,question,gold_sql,evidence,original_sample_index,original_source_path,schema_ref,schema_markdown_ref,knowledge_ref,execution_status,result_mode,result_columns,result_row_count,verification_sql,verification_result_row_count,is_corrected,correction_category,correction_type,correction_reason,original_question,original_gold_sql
task_001126,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,"Please show the names of drivers, and countries they are from.","SELECT T2.Driver ,  T1.Country FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country",,329,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Driver"", ""Country""]",10,,,False,,,,,
task_001127,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,"For each driver, return his or her name and country.","SELECT T2.Driver ,  T1.Country FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country",,330,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Driver"", ""Country""]",10,,,False,,,,,
task_001128,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,"Show the maximum points of the drivers from countries with capital ""Dublin""","SELECT max(T2.Points) FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T1.Capital  =  ""Dublin""",,331,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""max(T2.Points)""]",1,,,False,,,,,
task_001129,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,"What is the maximum points of the drivers from a country whose capital is ""Dublin""?","SELECT max(T2.Points) FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T1.Capital  =  ""Dublin""",,332,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""max(T2.Points)""]",1,,,False,,,,,
task_001130,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,"What is the average age of drivers from countries with official native language ""English""","SELECT avg(T2.age) FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T1.Official_native_language  =  ""English""",,333,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""avg(T2.age)""]",1,,,False,,,,,
task_001131,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,"Find the average age of the drivers from the countries that use ""English"" as official native language.","SELECT avg(T2.age) FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T1.Official_native_language  =  ""English""",,334,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""avg(T2.age)""]",1,,,False,,,,,
task_001132,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,What are the countries that have drivers with points larger than 150?,SELECT T1.Country FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T2.Points  >  150,,335,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Country""]",5,,,False,,,,,
task_001133,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Find all the countries where some drivers have points above 150.,SELECT T1.Country FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country WHERE T2.Points  >  150,,336,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Country""]",5,,,False,,,,,
task_001134,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,What is the capital of the country where the driver with the most points is from?,SELECT T1.Capital FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country ORDER BY T2.Points DESC LIMIT 1,,337,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Capital""]",1,,,False,,,,,
task_001135,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Which country is the driver with the highest points from? Give me the capital of the country.,SELECT T1.Capital FROM country AS T1 JOIN driver AS T2 ON T1.Country_ID  =  T2.Country ORDER BY T2.Points DESC LIMIT 1,,338,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Capital""]",1,,,False,,,,,
task_001136,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,List each make with the number of drivers with that make.,"SELECT Make ,  COUNT(*) FROM driver GROUP BY Make",,339,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Make"", ""COUNT(*)""]",3,,,False,,,,,
task_001137,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,"For each make, return the make and the count of drivers with that make.","SELECT Make ,  COUNT(*) FROM driver GROUP BY Make",,340,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Make"", ""COUNT(*)""]",3,,,False,,,,,
task_001138,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,List the make that are associated with most drivers.,SELECT Make FROM driver GROUP BY Make ORDER BY COUNT(*) DESC LIMIT 1,,341,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Make""]",1,,,False,,,,,
task_001139,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Which make does the most drivers have?,SELECT Make FROM driver GROUP BY Make ORDER BY COUNT(*) DESC LIMIT 1,,342,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Make""]",1,,,False,,,,,
task_001140,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,List the driver makes that are associated with at least three drivers.,SELECT Make FROM driver GROUP BY Make HAVING COUNT(*)  >=  3,,343,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Make""]",2,,,False,,,,,
task_001141,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Which make is associated with 3 or more drivers?,SELECT Make FROM driver GROUP BY Make HAVING COUNT(*)  >=  3,,344,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Make""]",2,,,False,,,,,
task_001142,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,List the names of teams that do not have any drivers.,SELECT Team FROM team WHERE Team_ID NOT IN (SELECT Team_ID FROM team_driver),,345,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Team""]",7,,,False,,,,,
task_001143,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Which team does not have drivers?,SELECT Team FROM team WHERE Team_ID NOT IN (SELECT Team_ID FROM team_driver),,346,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Team""]",7,,,False,,,,,
task_001144,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,"Which country has both drivers with make ""Dodge"" and drivers with make ""Chevrolet""?","SELECT t2.country FROM driver AS t1 JOIN country AS t2 ON t1.country  =  t2.country_id WHERE t1.Make  =  ""Dodge"" INTERSECT SELECT t2.country FROM driver AS t1 JOIN country AS t2 ON t1.country  =  t2.country_id WHERE t1.Make  =  ""Chevrolet""",,347,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Country""]",1,,,False,,,,,
task_001145,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,"Find the countries in which there are both drivers with make ""Dodge"" and drivers with make ""Chevrolet"".","SELECT t2.country FROM driver AS t1 JOIN country AS t2 ON t1.country  =  t2.country_id WHERE t1.Make  =  ""Dodge"" INTERSECT SELECT t2.country FROM driver AS t1 JOIN country AS t2 ON t1.country  =  t2.country_id WHERE t1.Make  =  ""Chevrolet""",,348,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Country""]",1,,,False,,,,,
task_001146,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Show total and average points of all drivers.,"SELECT sum(Points) ,  avg(Points) FROM driver",,349,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""sum(Points)"", ""avg(Points)""]",1,,,False,,,,,
task_001147,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,What are the total and average points of drivers?,"SELECT sum(Points) ,  avg(Points) FROM driver",,350,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""sum(Points)"", ""avg(Points)""]",1,,,False,,,,,
task_001148,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Find the countries where no driver come from.,SELECT country FROM country WHERE country_id NOT IN (SELECT country FROM driver),,351,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Country""]",1,,,False,,,,,
task_001149,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Which countries do not have any drivers?,SELECT country FROM country WHERE country_id NOT IN (SELECT country FROM driver),,352,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Country""]",1,,,False,,,,,
task_001150,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,What are the manager and sponsor of the team that has the most drivers?,"SELECT t1.manager ,  t1.sponsor FROM team AS t1 JOIN team_driver AS t2 ON t1.team_id  =  t2.team_id GROUP BY t2.team_id ORDER BY count(*) DESC LIMIT 1",,353,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Manager"", ""Sponsor""]",1,,,False,,,,,
task_001151,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Find the manager and sponsor of the team that has the most drivers.,"SELECT t1.manager ,  t1.sponsor FROM team AS t1 JOIN team_driver AS t2 ON t1.team_id  =  t2.team_id GROUP BY t2.team_id ORDER BY count(*) DESC LIMIT 1",,354,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Manager"", ""Sponsor""]",1,,,False,,,,,
task_001152,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,What are the manager and car owner of the team that has at least 2 drivers?,"SELECT t1.manager ,  t1.car_owner FROM team AS t1 JOIN team_driver AS t2 ON t1.team_id  =  t2.team_id GROUP BY t2.team_id HAVING count(*)  >=  2",,355,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Manager"", ""Car_Owner""]",1,,,False,,,,,
task_001153,spider_data,test,car_racing,spider_data__car_racing,racing_competition,赛车竞赛,Find the team with two or more drivers and return the the manager and car owner of the team.,"SELECT t1.manager ,  t1.car_owner FROM team AS t1 JOIN team_driver AS t2 ON t1.team_id  =  t2.team_id GROUP BY t2.team_id HAVING count(*)  >=  2",,356,spider_data/test_traffic.json,schemas/by_database/spider_data__car_racing.json,schemas/by_database/spider_data__car_racing.md,knowledge/by_database/spider_data__car_racing_knowledge_database.md,ok,full_rows,"[""Manager"", ""Car_Owner""]",1,,,False,,,,,
task_001154,train,train,trains,train__trains,rail_train_station,铁路交通,How many trains are there that run in the east direction?,SELECT COUNT(id) FROM trains WHERE direction = 'east',east is a direction,0,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""COUNT(id)""]",1,,,False,,,,,
task_001155,train,train,trains,train__trains,rail_train_station,铁路交通,How many cars are there on train no.1?,SELECT COUNT(id) FROM cars WHERE train_id = 1,train no.1 refers to train_id = 1,1,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""COUNT(id)""]",1,,,False,,,,,
task_001156,train,train,trains,train__trains,rail_train_station,铁路交通,What is the shape of the tail car on train no.1?,SELECT shape FROM cars WHERE train_id = 1 AND position = 4,train no.1 refers to train_id = 1; tail car refers to position = 4,2,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""shape""]",1,,,False,,,,,
task_001157,train,train,trains,train__trains,rail_train_station,铁路交通,Please list the IDs of all the trains with at least one car in a non-regular shape.,"SELECT train_id FROM cars WHERE shape IN ('elipse', 'bucket') GROUP BY train_id","non-regular shape refers to shape in ('elipse', 'bucket')",3,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""train_id""]",6,,,False,,,,,
task_001158,train,train,trains,train__trains,rail_train_station,铁路交通,How many cars on train no.1 have the roof open?,SELECT COUNT(id) FROM cars WHERE train_id = 1 AND roof = 'none',train no. 1 refers to train_id = 1; roof open refers to roof = 'none',4,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""COUNT(id)""]",1,,,False,,,,,
task_001159,train,train,trains,train__trains,rail_train_station,铁路交通,Please list the IDs of all the cars on train no.1 that have 2 wheels.,SELECT id FROM cars WHERE train_id = 1 AND wheels = 2,train no.1 refers to train_id = 1; 2 wheels refers to wheels = 2,5,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""id""]",3,,,False,,,,,
task_001160,train,train,trains,train__trains,rail_train_station,铁路交通,"Among the trains that run in the east direction, how many of them have at least one car in a non-regular shape?","SELECT SUM(CASE WHEN T1.shape IN ('bucket', 'elipse') THEN 1 ELSE 0 end)as count FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T2.direction = 'east'","non-regular shape refers to shape in ('elipse', 'bucket')",6,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""count""]",1,,,False,,,,,
task_001161,train,train,trains,train__trains,rail_train_station,铁路交通,Please list the IDs of all the trains that run in the east direction and have less than 4 cars.,"SELECT T1.id FROM trains AS T1 INNER JOIN ( SELECT train_id, MAX(position) AS carsNum FROM cars GROUP BY train_id ) AS T2 ON T1.id = T2.train_id WHERE T1.direction = 'east' AND T2.carsNum < 4",less than 4 cars refers to carsNum < 4,7,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""id""]",4,,,False,,,,,
task_001162,train,train,trains,train__trains,rail_train_station,铁路交通,Please list the IDs of all the cars with double sides on trains that run in the west direction.,SELECT c.id FROM cars AS c INNER JOIN trains AS t ON c.train_id = t.id WHERE t.direction = 'west' AND c.sides = 'double' ORDER BY c.id,double sides on trains refers to sides = 'double',8,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""id""]",2,,,True,评测标准有问题,sql,题目明确 west direction，原 Gold 错筛 direction = 'east'；修复版筛 west 且 sides = 'double'。,Please list the IDs of all the cars with double sides on trains that run in the west direction.,SELECT T1.id FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T2.direction = 'east' AND T1.sides = 'double'
task_001163,train,train,trains,train__trains,rail_train_station,铁路交通,"Among the trains that run in the east direction, how many of them have more than 2 long cars?",SELECT COUNT(*) FROM trains AS t WHERE t.direction = 'east' AND (SELECT COUNT(*) FROM cars AS c WHERE c.train_id = t.id AND c.len = 'long') > 2,more than 2 long cars refers to longCarsNum > 2,9,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""COUNT(*)""]",1,,,True,评测标准有问题,sql,题目明确 east direction，原 Gold 错筛 direction = 'west'；修复版统计 east direction 中 long cars 数量超过 2 的 train。,"Among the trains that run in the east direction, how many of them have more than 2 long cars?","SELECT SUM(CASE WHEN T2.longCarsNum > 2 THEN 1 ELSE 0 END)as count FROM trains AS T1 INNER JOIN ( SELECT train_id, COUNT(id) AS longCarsNum FROM cars WHERE len = 'long' GROUP BY train_id ) AS T2 ON T1.id = T2.train_id WHERE T1.direction = 'west'"
task_001164,train,train,trains,train__trains,rail_train_station,铁路交通,Please list the directions in which the trains with at least one empty-loaded car run.,SELECT T2.direction FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T1.load_num = 0,at least one empty-loaded car run refers to load_num = 0,10,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""direction""]",3,,,False,,,,,
task_001165,train,train,trains,train__trains,rail_train_station,铁路交通,In which direction does the train with an ellipse-shape car run?,SELECT T2.direction FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T1.shape = 'ellipse',shape = 'ellipse',11,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""direction""]",1,,,False,,,,,
task_001166,train,train,trains,train__trains,rail_train_station,铁路交通,What is the total number of short cars on all the trains that run in the east direction?,SELECT SUM(CASE WHEN T1.len = 'short' then 1 ELSE 0 END)as count FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T2.direction = 'east',short cars refers to len = 'short',12,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""count""]",1,,,False,,,,,
task_001167,train,train,trains,train__trains,rail_train_station,铁路交通,Please list the shapes of all the head cars on the trains that run in the east direction.,SELECT T1.shape FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T2.direction = 'east' AND T1.position = 1 GROUP BY T1.shape,head cars refers to position = 1;,13,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""shape""]",2,,,False,,,,,
task_001168,train,train,trains,train__trains,rail_train_station,铁路交通,How many cars on a train that runs in the east direction have a flat roof?,SELECT SUM(CASE WHEN T1.roof = 'flat' THEN 1 ELSE 0 END)as count FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T2.direction = 'east',flat roof refers to roof = 'flat',14,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""count""]",1,,,False,,,,,
task_001169,train,train,trains,train__trains,rail_train_station,铁路交通,"Among the cars on a train that runs in the east direction, how many of them have a flat roof and a circle load shape?",SELECT SUM(CASE WHEN T1.load_shape = 'circle' THEN 1 ELSE 0 END)as count FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T2.direction = 'east' AND T1.roof = 'flat' ,flat roof refers to roof = 'flat'; load_shape = 'circle',15,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""count""]",1,,,False,,,,,
task_001170,train,train,trains,train__trains,rail_train_station,铁路交通,Trains that run in which direction have more rectangle-shaped cars in total?,"SELECT t.direction FROM trains AS t JOIN cars AS c ON t.id = c.train_id WHERE c.shape = 'rectangle' GROUP BY t.direction ORDER BY COUNT(*) DESC, t.direction ASC LIMIT 1",more rectangle-shaped cars refers to MAX(rectCarsNum),16,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""direction""]",1,,,True,题目本身有问题 / 评测标准有问题,sql,题目问哪个 direction 的 rectangle-shaped cars 总数更多，应按 direction 聚合；原 Gold 按每列 train 的 rectangle 数排序且无 LIMIT，返回多行 direction。,Trains that run in which direction have more rectangle-shaped cars in total?,"SELECT T1.direction FROM trains AS T1 INNER JOIN ( SELECT train_id, COUNT(id) AS rectCarsNum FROM cars WHERE shape = 'rectangle' GROUP BY train_id ) AS T2 ON T1.id = T2.train_id ORDER BY T2.rectCarsNum DESC"
task_001171,train,train,trains,train__trains,rail_train_station,铁路交通,Please list the directions in which the trains with 4 short cars run.,SELECT T2.direction FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T1.len = 'short' AND T1.position = 4,short refers to len = 'short'; 4 cars run refers to position = 4,17,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""direction""]",6,,,False,,,,,
task_001172,train,train,trains,train__trains,rail_train_station,铁路交通,What is the average number of cars on trains that run in the east direction?,SELECT CAST(COUNT(T1.id) AS REAL) / COUNT(DISTINCT T1.train_id) FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T2.direction = 'east',"calculation = DIVIDE(count(id), count(train_id))",18,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""CAST(COUNT(T1.id) AS REAL) / COUNT(DISTINCT T1.train_id)""]",1,,,False,,,,,
task_001173,train,train,trains,train__trains,rail_train_station,铁路交通,"Among the trains that have at least one non-regular shaped car, what is the percentage of it running in the east direction?","SELECT CAST(COUNT(DISTINCT CASE WHEN T2.direction = 'east' THEN T1.train_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T1.train_id) FROM cars AS T1 INNER JOIN trains AS T2 ON T1.train_id = T2.id WHERE T1.shape IN ('bucket', 'ellipse')","non-regular shaped car refers to shape in ('bucket', 'ellipse'); calculation = MULTIPLY(DIVIDE(count(direction = 'east' then train_id)), count(train_id), 100)",19,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""CAST(COUNT(DISTINCT CASE WHEN T2.direction = 'east' THEN T1.train_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T1.train_id)""]",1,,,False,,,,,
task_001174,train,train,trains,train__trains,rail_train_station,铁路交通,How many short cars are in the shape of hexagon?,SELECT COUNT(id) FROM cars WHERE shape = 'hexagon' AND len = 'short',short cars refers to len = 'short'; in the shape of hexagon refers to shape = 'hexagon',20,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""COUNT(id)""]",1,,,False,,,,,
task_001175,train,train,trains,train__trains,rail_train_station,铁路交通,How many trains are running west?,SELECT COUNT(id) FROM trains WHERE direction = 'west',west is a direction,21,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""COUNT(id)""]",1,,,False,,,,,
task_001176,train,train,trains,train__trains,rail_train_station,铁路交通,What are the load shapes of all the short ellipse cars?,SELECT load_shape FROM cars WHERE shape = 'ellipse' AND len = 'short',short refers to len = 'short'; ellipse cars refers to shape = 'ellipse',22,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""load_shape""]",1,,,False,,,,,
task_001177,train,train,trains,train__trains,rail_train_station,铁路交通,What are the ids of the train running east?,SELECT id FROM trains WHERE direction = 'east',east is a direction,23,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""id""]",10,,,False,,,,,
task_001178,train,train,trains,train__trains,rail_train_station,铁路交通,How many wheels do the long cars have?,SELECT SUM(wheels) FROM cars WHERE len = 'long',long cars refers to len = 'long',24,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""SUM(wheels)""]",1,,,False,,,,,
task_001179,train,train,trains,train__trains,rail_train_station,铁路交通,Which direction do the majority of the trains are running?,SELECT direction FROM trains GROUP BY direction ORDER BY COUNT(id) DESC LIMIT 1,majority of train refers to MAX(count(id)),25,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""direction""]",1,,,True,基本无实质错误 / 评测标准偏严,sql,题目问 majority direction，语义是单个最多方向；原 Gold 只排序不限制行数，会返回所有方向。修复版取数量最多的方向。,Which direction do the majority of the trains are running?,SELECT direction FROM trains GROUP BY direction ORDER BY COUNT(id) DESC
task_001180,train,train,trains,train__trains,rail_train_station,铁路交通,"Among the trains running east, how many trains have at least 4 cars?","SELECT SUM(CASE WHEN T1.direction = 'east' THEN 1 ELSE 0 END)as count FROM trains AS T1 INNER JOIN ( SELECT train_id, COUNT(id) AS carsNum FROM cars GROUP BY train_id ) AS T2 ON T1.id = T2.train_id WHERE T2.carsNum >= 4",east is a direction; at least 4 cars refers to carsNum > = 4,26,train/train_traffic.json,schemas/by_database/train__trains.json,schemas/by_database/train__trains.md,knowledge/by_database/train__trains_knowledge_database.md,ok,full_rows,"[""count""]",1,,,False,,,,,
