task_id,legacy_task_id,scenario,scenario_zh,difficulty,analysis_dimension,uses_gis,change_type,question,supplementary_notes,output_contract
G21,C45,spatial_gis,GIS空间关联查询,中,多重空间覆盖与业务构成,True,修订,按800米内地铁站数量将网格分为0、1、2、3个及以上四类，计算各类网约车下客和共享单车锁车全天量及其占对应总量的百分比。,"[""“今天”指2026-08-24，时间按上海本地时间解释。"",""百分比字段使用0至100的数值口径。""]","{""columns"":[{""name"":""station_count_group"",""type"":""text"",""nullable"":false,""allowed_values"":[""0"",""1"",""2"",""3+""]},{""name"":""ridehail_dropoffs"",""type"":""integer"",""nullable"":false},{""name"":""bike_locks"",""type"":""integer"",""nullable"":false},{""name"":""ridehail_pct"",""type"":""number"",""nullable"":false,""decimal_places"":2},{""name"":""bike_pct"",""type"":""number"",""nullable"":false,""decimal_places"":2}]}"
G22,C46,spatial_gis,GIS空间关联查询,中,缓冲范围差与业务增量,True,修订,将全部地铁站的网格并集从500米扩大到800米。新增网格内出租车和网约车下客量分别是多少，相当于原500米范围总量的百分比是多少？,"[""“今天”指2026-08-24，时间按上海本地时间解释。"",""百分比字段使用0至100的数值口径。""]","{""columns"":[{""name"":""added_taxi"",""type"":""integer"",""nullable"":false},{""name"":""base_taxi"",""type"":""integer"",""nullable"":false},{""name"":""taxi_added_pct"",""type"":""number"",""nullable"":false,""decimal_places"":2},{""name"":""added_ridehail"",""type"":""integer"",""nullable"":false},{""name"":""base_ridehail"",""type"":""integer"",""nullable"":false},{""name"":""ridehail_added_pct"",""type"":""number"",""nullable"":false,""decimal_places"":2}]}"
G23,C47,spatial_gis,GIS空间关联查询,难,缓冲区交集与多指标排名,True,修订,对于500米范围有共同网格的地铁站对，计算共同网格内早高峰共享单车锁车量和网约车下客量，按锁车量列出前10对。,"[""“今天”指2026-08-24，时间按上海本地时间解释。"",""站对只保留station_a_id小于station_b_id的方向。""]","{""columns"":[{""name"":""station_a_id"",""type"":""integer"",""nullable"":false},{""name"":""station_a_name"",""type"":""text"",""nullable"":false},{""name"":""station_b_id"",""type"":""integer"",""nullable"":false},{""name"":""station_b_name"",""type"":""text"",""nullable"":false},{""name"":""morning_bike"",""type"":""integer"",""nullable"":false},{""name"":""morning_ridehail"",""type"":""integer"",""nullable"":false}],""row_selection"":{""mode"":""fixed_top_k"",""tie_break"":""题目中的每个Top-K候选集合固定取K项；边界同值时按指定的消歧字段升序取满K项，不扩展并列。""}}"
G24,C48,spatial_gis,GIS空间关联查询,难,线路拓扑与业务重复计量,True,修订,对每条地铁线路，比较各站500米锁车量分别统计后相加与线路网格并集去重后的结果。给出重复量及其占逐站相加量的百分比。,"[""“今天”指2026-08-24，时间按上海本地时间解释。"",""百分比字段使用0至100的数值口径。""]","{""columns"":[{""name"":""line_id"",""type"":""integer"",""nullable"":false},{""name"":""line_name"",""type"":""text"",""nullable"":false},{""name"":""station_sum_locks"",""type"":""integer"",""nullable"":false},{""name"":""union_locks"",""type"":""integer"",""nullable"":false},{""name"":""repeated_locks"",""type"":""integer"",""nullable"":false},{""name"":""repeated_pct"",""type"":""number"",""nullable"":false,""decimal_places"":2}]}"
G25,C49,spatial_gis,GIS空间关联查询,难,空间筛选后业务排名,True,修订,对每个地铁站，先取800米内最近的5条公交线路，再从中选择全天客流最高的一条，给出客流、距离和距离名次。,"[""“今天”指2026-08-24，时间按上海本地时间解释。"",""距离相同时按bus_line_id升序确定距离名次。""]","{""columns"":[{""name"":""station_id"",""type"":""integer"",""nullable"":false},{""name"":""station_name"",""type"":""text"",""nullable"":false},{""name"":""bus_line_id"",""type"":""integer"",""nullable"":true},{""name"":""line_name"",""type"":""text"",""nullable"":true},{""name"":""daily_bus_total"",""type"":""integer"",""nullable"":true},{""name"":""distance_m"",""type"":""number"",""nullable"":true,""minimum_decimal_places"":6},{""name"":""near_rank"",""type"":""integer"",""nullable"":true}],""row_selection"":{""mode"":""fixed_top_k"",""tie_break"":""题目中的每个Top-K候选集合固定取K项；边界同值时按指定的消歧字段升序取满K项，不扩展并列。""}}"
G26,C50,spatial_gis,GIS空间关联查询,难,唯一空间归属与分环业务,True,修订,将地铁站1公里内网格唯一分配给最近站，再分为0至300米、300至500米、500至1000米三环。给出每站每环晚高峰共享单车锁车量和网约车下客量；每个站的三个环都保留，没有分配网格或观测时指标为NULL。,"[""“今天”指2026-08-24，时间按上海本地时间解释。"",""0至300米包含两端；300至500米和500至1000米左开右闭。"",""距离相同时按station_id升序选择归属站。""]","{""columns"":[{""name"":""station_id"",""type"":""integer"",""nullable"":false},{""name"":""station_name"",""type"":""text"",""nullable"":false},{""name"":""ring"",""type"":""text"",""nullable"":false,""allowed_values"":[""0-300"",""300-500"",""500-1000""]},{""name"":""evening_bike"",""type"":""integer"",""nullable"":true},{""name"":""evening_ridehail"",""type"":""integer"",""nullable"":true}]}"
G27,,spatial_gis,GIS空间关联查询,简,空间缓冲,True,新增,每个地铁站500米内有多少个网格？给出站点ID、站名和网格数，保留网格数为0的站。,"[""“今天”指2026-08-24，时间按上海本地时间解释。""]","{""columns"":[{""name"":""station_id"",""type"":""integer"",""nullable"":false},{""name"":""station_name"",""type"":""text"",""nullable"":false},{""name"":""grid_count"",""type"":""integer"",""nullable"":false}]}"
G28,,spatial_gis,GIS空间关联查询,简,距离筛选,True,新增,站名为“徐家汇”的地铁站500米内有哪些网格？给出网格和距离。,"[""“今天”指2026-08-24，时间按上海本地时间解释。""]","{""columns"":[{""name"":""geohash"",""type"":""text"",""nullable"":false},{""name"":""distance_m"",""type"":""number"",""nullable"":false,""minimum_decimal_places"":6}]}"
G29,,spatial_gis,GIS空间关联查询,中,空间聚合,True,新增,每个地铁站800米内网约车下客量是多少？给出有下客观测的网格数，并保留没有下客观测的站。,"[""“今天”指2026-08-24，时间按上海本地时间解释。""]","{""columns"":[{""name"":""station_id"",""type"":""integer"",""nullable"":false},{""name"":""station_name"",""type"":""text"",""nullable"":false},{""name"":""ridehail_dropoffs"",""type"":""integer"",""nullable"":true},{""name"":""observed_grids"",""type"":""integer"",""nullable"":false}]}"
G30,,spatial_gis,GIS空间关联查询,中,最近邻,True,新增,对1公里内至少有一个地铁站的公交线路，给出最近地铁站及距离；距离并列时按站点ID取一个。,"[""“今天”指2026-08-24，时间按上海本地时间解释。""]","{""columns"":[{""name"":""bus_line_id"",""type"":""integer"",""nullable"":false},{""name"":""line_name"",""type"":""text"",""nullable"":false},{""name"":""station_id"",""type"":""integer"",""nullable"":false},{""name"":""station_name"",""type"":""text"",""nullable"":false},{""name"":""distance_m"",""type"":""number"",""nullable"":false,""minimum_decimal_places"":6}]}"
